Source,File,Method,Code_Smell,Line_no,Start_line,End_line,Details
dataset,ff_mappo.py,file_level,Long statement,458,,,Line 458 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_mappo.py,file_level,Long statement,526,,,Line 526 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_mappo.py,file_level,Long statement,542,,,Line 542 has 121 characters (threshold: 120). Break into multiple lines.
dataset,ff_mappo.py,file_level,Long identifier,38,,,Identifier 'unreplicate_n_dims' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,38,,,Identifier 'unreplicate_batch_dim' has 22 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,38,,,Identifier 'merge_leading_dims' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,38,,,Identifier 'unreplicate_n_dims' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,40,,,Identifier 'check_total_timesteps' has 22 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,40,,,Identifier 'total_timestep_checker' has 24 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'episode_metrics' has 21 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
dataset,ff_mappo.py,file_level,Long identifier,42,,,Identifier 'get_final_step_metrics' has 23 characters (threshold: 20). Consider shortening.
